Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Destination,VIP,CryoSleep,Transported,cabin_group,cabin_number,cabin_side,passenger_group_size,RoomService_customer,FoodCourt_customer,ShoppingMall_customer,Spa_customer,VRDeck_customer
23.0,0.0,0.0,0.0,0.0,0.0,Earth,unknown,False,True,True,G,91,P,2,False,False,False,False,False
21.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,91,P,2,False,False,False,False,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,89,S,1,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,124,P,4,False,False,False,False,False
4.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,124,P,4,False,False,False,False,False
26.0,1252.0,0.0,46.0,124.0,6.0,Mars,TRAPPIST-1e,False,False,False,F,124,P,4,True,False,True,True,True
9.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,124,P,4,False,False,False,False,False
24.0,0.0,3385.0,826.0,9.0,793.0,Europa,TRAPPIST-1e,False,False,True,C,23,S,1,False,True,True,True,True
24.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,125,P,3,False,False,False,False,False
25.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,36,P,3,False,False,False,False,False
21.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,125,P,3,False,False,False,False,False
21.0,0.0,0.0,12.0,0.0,747.0,Earth,TRAPPIST-1e,False,False,False,F,126,P,1,False,False,True,False,True
37.0,27.0,654.0,10.0,881.0,9568.0,Europa,TRAPPIST-1e,False,False,False,C,22,P,3,True,True,True,True,True
44.0,434.0,3113.0,19.0,0.0,892.0,Europa,55 Cancri e,False,False,False,C,22,P,3,True,True,True,False,True
43.0,4.0,1111.0,118.0,1852.0,0.0,Europa,TRAPPIST-1e,False,False,False,C,22,P,3,True,True,True,True,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,94,P,1,False,False,False,False,False
33.0,149.0,0.0,0.0,0.0,109.0,Mars,TRAPPIST-1e,False,False,False,F,128,P,1,True,False,False,False,True
24.0,0.0,0.0,229.0,502.0,5.0,Earth,TRAPPIST-1e,False,False,False,F,129,P,1,False,False,True,True,True
31.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,90,S,1,False,False,False,False,False
27.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,True,True,B,25,P,1,False,False,False,False,False
34.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,91,S,1,False,False,False,False,False
58.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,92,S,3,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,92,S,3,False,False,False,False,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,92,S,3,False,False,False,False,False
21.0,0.0,0.0,908.0,49.0,0.0,Earth,55 Cancri e,False,False,True,G,95,P,2,False,False,True,True,False
21.0,1.0,368.0,0.0,0.0,388.0,Earth,PSO J318.5-22,False,False,False,F,131,P,2,True,True,False,False,True
39.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,C,24,S,2,False,False,False,False,False
43.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,24,S,2,False,False,False,False,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,93,S,1,False,False,False,False,False
44.0,103.0,0.0,18.0,1197.0,1.0,Earth,TRAPPIST-1e,False,False,True,F,133,P,1,True,False,True,True,True
38.0,0.0,0.0,0.0,1018.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,96,P,1,False,False,False,True,False
32.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,112,S,1,False,False,False,False,False
55.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,113,S,1,False,False,False,False,False
31.0,629.0,0.0,0.0,150.0,0.0,Mars,PSO J318.5-22,True,False,False,D,25,P,1,True,False,False,True,False
39.0,0.0,1496.0,0.0,140.0,383.0,Earth,TRAPPIST-1e,False,False,False,F,135,P,1,False,True,False,True,True
35.0,0.0,1778.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,94,S,2,False,True,False,False,False
37.0,614.0,0.0,50.0,11.0,319.0,Earth,TRAPPIST-1e,False,False,False,E,43,S,2,True,False,True,True,True
13.0,0.0,7.0,0.0,339.0,359.0,Earth,55 Cancri e,False,False,False,F,136,P,2,False,True,False,True,True
21.0,0.0,0.0,7.0,675.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,136,P,2,False,False,True,True,False
20.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,44,S,1,False,False,False,False,False
20.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,B,28,P,1,False,False,False,False,False
63.0,0.0,123.0,956.0,25.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,137,P,1,False,True,True,True,False
36.0,2.0,0.0,0.0,1958.0,19.0,Earth,TRAPPIST-1e,False,False,False,F,114,S,1,True,False,False,True,True
29.0,0.0,3344.0,0.0,118.0,972.0,Europa,55 Cancri e,False,False,True,C,25,S,5,False,True,False,True,True
36.0,0.0,4967.0,82.0,1517.0,575.0,Europa,55 Cancri e,False,False,True,C,25,S,5,False,True,True,True,True
79.0,0.0,0.0,0.0,2210.0,2.0,Europa,TRAPPIST-1e,False,False,False,C,25,S,5,False,False,False,True,True
30.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,25,S,5,False,False,False,False,False
30.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,25,S,5,False,False,False,False,False
19.0,1019.0,266.0,141.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,138,P,1,True,True,True,False,False
33.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,E,38,P,1,False,False,False,False,False
20.0,1724.0,0.0,0.0,1.0,0.0,Earth,unknown,False,False,False,G,98,P,1,True,False,False,True,False
38.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,26,S,1,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,115,S,3,False,False,False,False,False
58.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,115,S,3,False,False,False,False,False
33.0,105.0,0.0,1087.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,115,S,3,True,False,True,False,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,95,S,1,False,False,False,False,False
37.0,237.0,2.0,708.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,E,39,P,1,True,True,True,False,False
32.0,0.0,0.0,0.0,768.0,3.0,Earth,TRAPPIST-1e,False,False,False,G,101,P,1,False,False,False,True,True
28.0,0.0,863.0,0.0,17.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,117,S,2,False,True,False,True,False
38.0,0.0,8.0,736.0,140.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,97,S,2,False,True,True,True,False
21.0,0.0,576.0,1.0,20.0,0.0,Earth,PSO J318.5-22,False,False,False,F,118,S,1,False,True,True,True,False
18.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,98,S,1,False,False,False,False,False
15.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,99,S,1,False,False,False,False,False
44.0,0.0,2506.0,0.0,1360.0,722.0,Europa,TRAPPIST-1e,False,False,False,C,23,P,1,False,True,False,True,True
44.0,86.0,525.0,16.0,49.0,39.0,Earth,TRAPPIST-1e,False,False,True,F,140,P,1,True,True,True,True,True
36.0,0.0,0.0,0.0,4507.0,5689.0,Europa,TRAPPIST-1e,False,False,False,E,46,S,1,False,False,False,True,True
28.0,0.0,0.0,7104.0,0.0,0.0,unknown,TRAPPIST-1e,False,False,True,F,141,P,2,False,False,True,False,False
15.0,1264.0,0.0,2.0,23.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,141,P,2,True,False,True,True,False
45.0,0.0,25.0,87.0,989.0,482.0,Earth,TRAPPIST-1e,False,False,False,F,142,P,1,False,True,True,True,True
26.0,0.0,530.0,2.0,9.0,403.0,Earth,TRAPPIST-1e,False,False,False,F,143,P,1,False,True,True,True,True
46.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,102,P,1,False,False,False,False,False
25.0,1.0,0.0,38.0,7.0,740.0,Earth,TRAPPIST-1e,False,False,False,G,103,P,1,True,False,True,True,True
46.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,101,S,1,False,False,False,False,False
15.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,102,S,1,False,False,False,False,False
37.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,103,S,1,False,False,False,False,False
20.0,0.0,215.0,0.0,541.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,104,S,1,False,True,False,True,False
45.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,105,P,3,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,105,P,3,False,False,False,False,False
5.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,105,P,3,False,False,False,False,False
38.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,121,S,1,False,False,False,False,False
30.0,269.0,96.0,252.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,144,P,1,True,True,True,False,False
27.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,145,P,3,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,145,P,3,False,False,False,False,False
20.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,145,P,3,False,False,False,False,False
41.0,1.0,922.0,4.0,55.0,15.0,Earth,TRAPPIST-1e,False,False,False,E,41,P,1,True,True,True,True,True
18.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,146,P,2,False,False,False,False,False
29.0,3887.0,0.0,0.0,12.0,0.0,Mars,TRAPPIST-1e,True,False,False,D,30,P,2,True,False,False,True,False
19.0,3097.0,0.0,9.0,0.0,213.0,Mars,TRAPPIST-1e,False,False,False,D,23,S,1,True,False,True,False,True
34.0,1973.0,0.0,97.0,41.0,3.0,Mars,TRAPPIST-1e,False,False,False,E,48,S,1,True,False,True,True,True
36.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,25,S,1,False,False,False,False,False
54.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,122,S,1,False,False,False,False,False
19.0,164.0,0.0,783.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,49,S,3,True,False,True,False,False
21.0,505.0,0.0,1952.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,123,S,3,True,False,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,E,49,S,3,False,False,False,False,False
35.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,G,734,S,2,False,False,False,False,False
34.0,0.0,3488.0,0.0,4343.0,38.0,Europa,TRAPPIST-1e,False,False,False,C,27,S,2,False,True,False,True,True
22.0,0.0,581.0,226.0,74.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,107,S,1,False,True,True,True,False
24.0,21.0,0.0,689.0,12.0,0.0,Earth,55 Cancri e,False,False,True,F,147,P,1,True,False,True,True,False
18.0,0.0,0.0,0.0,0.0,0.0,Mars,unknown,False,True,True,F,126,S,2,False,False,False,False,False
24.0,2698.0,0.0,301.0,8.0,5.0,Mars,55 Cancri e,False,False,False,D,24,S,2,True,False,True,True,True
33.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,D,25,S,1,False,False,False,False,False
24.0,121.0,237.0,4.0,387.0,54.0,Earth,TRAPPIST-1e,False,False,False,F,127,S,1,True,True,True,True,True
18.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,108,S,1,False,False,False,False,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,107,P,1,False,False,False,False,False
43.0,0.0,0.0,722.0,0.0,0.0,Earth,55 Cancri e,False,False,True,F,149,P,1,False,False,True,False,False
44.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,109,S,1,False,False,False,False,False
25.0,0.0,4949.0,0.0,452.0,15.0,Europa,55 Cancri e,False,False,True,A,7,S,3,False,True,False,True,True
25.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,A,7,S,3,False,False,False,False,False
23.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,G,734,S,3,False,False,False,False,False
23.0,1695.0,0.0,0.0,31.0,349.0,Mars,TRAPPIST-1e,False,False,False,E,42,P,1,True,False,False,True,True
26.0,1577.0,2.0,0.0,30.0,0.0,Earth,TRAPPIST-1e,False,False,False,E,50,S,1,True,True,False,True,False
38.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,109,P,7,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,109,P,7,False,False,False,False,False
12.0,0.0,0.0,0.0,0.0,0.0,Earth,unknown,False,False,True,G,109,P,7,False,False,False,False,False
2.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,109,P,7,False,False,False,False,False
25.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,109,P,7,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,109,P,7,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,109,P,7,False,False,False,False,False
21.0,521.0,0.0,4.0,261.0,1.0,Earth,TRAPPIST-1e,False,False,False,E,43,P,1,True,False,True,True,True
19.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,44,P,1,False,False,False,False,False
24.0,0.0,23.0,0.0,184.0,2566.0,Earth,PSO J318.5-22,False,False,False,F,132,S,1,False,True,False,True,True
20.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,111,P,1,False,False,False,False,False
23.0,139.0,0.0,1.0,152.0,354.0,Earth,TRAPPIST-1e,False,False,True,F,133,S,1,True,False,True,True,True
29.0,0.0,0.0,2.0,786.0,594.0,Earth,55 Cancri e,False,False,True,F,134,S,1,False,False,True,True,True
14.0,7.0,781.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,E,53,S,1,True,True,False,False,False
19.0,0.0,714.0,2.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,734,S,1,False,True,True,False,False
23.0,0.0,38.0,88.0,4.0,561.0,Earth,55 Cancri e,False,False,False,F,153,P,1,False,True,True,True,True
62.0,712.0,2.0,322.0,0.0,517.0,Earth,TRAPPIST-1e,False,False,False,F,154,P,1,True,True,True,False,True
23.0,0.0,0.0,484.0,188.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,156,P,1,False,False,True,True,False
65.0,0.0,835.0,0.0,38.0,0.0,Europa,55 Cancri e,False,False,False,C,28,S,1,False,True,False,True,False
67.0,76.0,16.0,0.0,2247.0,1166.0,Europa,55 Cancri e,False,False,False,C,24,P,3,True,True,False,True,True
14.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,24,P,3,False,False,False,False,False
41.0,3594.0,3425.0,0.0,0.0,58.0,Europa,TRAPPIST-1e,False,False,False,C,24,P,3,True,True,False,False,True
14.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,111,S,1,False,False,False,False,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,112,S,1,False,False,False,False,False
22.0,15.0,142.0,0.0,41.0,493.0,Earth,55 Cancri e,False,False,False,F,140,S,1,True,True,False,True,True
34.0,0.0,0.0,0.0,0.0,0.0,Europa,unknown,False,True,True,A,4,P,3,False,False,False,False,False
65.0,19.0,1344.0,4.0,3190.0,8.0,Europa,55 Cancri e,False,False,False,A,4,P,3,True,True,True,True,True
42.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,G,734,S,3,False,False,False,False,False
22.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,D,31,P,1,False,False,False,False,False
54.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,B,27,S,3,False,False,False,False,False
34.0,47.0,287.0,0.0,4302.0,0.0,Europa,TRAPPIST-1e,False,False,False,B,27,S,3,True,True,False,True,False
27.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,27,S,3,False,False,False,False,False
67.0,1.0,0.0,5.0,1022.0,151.0,Mars,55 Cancri e,False,False,False,D,33,P,1,True,False,True,True,True
33.0,0.0,3879.0,0.0,48.0,67.0,Europa,unknown,False,False,True,C,26,P,1,False,True,False,True,True
30.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,114,S,1,False,False,False,False,False
35.0,1248.0,0.0,55.0,12.0,0.0,Mars,PSO J318.5-22,False,False,True,F,142,S,2,True,False,True,True,False
23.0,755.0,0.0,121.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,142,S,2,True,False,True,False,False
49.0,0.0,6.0,679.0,15.0,187.0,Earth,TRAPPIST-1e,False,False,False,G,116,S,1,False,True,True,True,True
36.0,29.0,12180.0,0.0,93.0,17306.0,Europa,55 Cancri e,False,False,False,B,32,P,2,True,True,False,True,True
31.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,32,P,2,False,False,False,False,False
54.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,B,28,S,1,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,117,S,5,False,False,False,False,False
27.0,0.0,715.0,0.0,170.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,117,S,5,False,True,False,True,False
10.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,117,S,5,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False,True,G,117,S,5,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,117,S,5,False,False,False,False,False
25.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,112,P,1,False,False,False,False,False
37.0,0.0,16.0,325.0,4476.0,1359.0,Europa,55 Cancri e,False,False,False,E,56,S,4,False,True,True,True,True
15.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,E,56,S,4,False,False,False,False,False
26.0,0.0,0.0,0.0,0.0,0.0,unknown,TRAPPIST-1e,False,True,True,E,56,S,4,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,False,True,E,56,S,4,False,False,False,False,False
30.0,558.0,4.0,0.0,175.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,143,S,1,True,True,False,True,False
19.0,0.0,2.0,1399.0,0.0,18.0,Earth,TRAPPIST-1e,False,False,True,F,161,P,1,False,True,True,False,True
30.0,0.0,3004.0,0.0,1018.0,0.0,Europa,TRAPPIST-1e,False,False,False,A,5,P,1,False,True,False,True,False
21.0,562.0,2.0,0.0,0.0,11.0,Earth,unknown,False,False,False,F,162,P,1,True,True,False,False,True
21.0,14.0,33.0,0.0,3.0,467.0,Earth,PSO J318.5-22,False,False,False,G,118,S,1,True,True,False,True,True
59.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,163,P,1,False,False,False,False,False
28.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,33,S,1,False,False,False,False,False
32.0,713.0,0.0,2.0,0.0,1.0,Earth,TRAPPIST-1e,False,False,False,F,165,P,1,True,False,True,False,True
19.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,113,P,1,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,114,P,1,False,False,False,False,False
16.0,797.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False,False,F,166,P,1,True,False,False,False,False
31.0,0.0,166.0,4.0,2177.0,342.0,Europa,TRAPPIST-1e,True,False,False,A,8,S,3,False,True,True,True,True
30.0,0.0,142.0,870.0,89.0,3497.0,Europa,TRAPPIST-1e,False,False,False,A,8,S,3,False,True,True,True,True
26.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,A,8,S,3,False,False,False,False,False
20.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,119,S,1,False,False,False,False,False
24.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,115,P,1,False,False,False,False,False
39.0,0.0,0.0,0.0,7.0,766.0,Earth,PSO J318.5-22,False,False,False,G,117,P,1,False,False,False,True,True
27.0,0.0,0.0,0.0,0.0,0.0,Mars,55 Cancri e,False,True,True,F,144,S,1,False,False,False,False,False
34.0,0.0,0.0,0.0,874.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,145,S,1,False,False,False,True,False
28.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,D,28,S,1,False,False,False,False,False
29.0,0.0,0.0,0.0,0.0,645.0,Earth,TRAPPIST-1e,False,False,False,F,146,S,1,False,False,False,False,True
38.0,0.0,0.0,0.0,0.0,0.0,Mars,PSO J318.5-22,False,True,True,F,147,S,1,False,False,False,False,False
27.0,0.0,3462.0,5.0,1590.0,4.0,Europa,55 Cancri e,False,False,False,A,6,P,1,False,True,True,True,True
1.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,148,S,1,False,False,False,False,False
36.0,0.0,13248.0,100.0,1953.0,1.0,Europa,55 Cancri e,True,False,True,C,29,P,1,False,True,True,True,True
31.0,183.0,0.0,32.0,0.0,1171.0,Earth,TRAPPIST-1e,False,False,False,F,149,S,2,True,False,True,False,True
1.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,120,S,2,False,False,False,False,False
31.0,159.0,110.0,701.0,0.0,10.0,Earth,TRAPPIST-1e,False,False,False,E,57,S,1,True,True,True,False,True
10.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,151,S,4,False,False,False,False,False
27.0,1227.0,42.0,1.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,151,S,4,True,True,True,False,False
42.0,836.0,0.0,51.0,304.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,151,S,4,True,False,True,True,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,151,S,4,False,False,False,False,False
41.0,1209.0,0.0,0.0,0.0,833.0,Mars,PSO J318.5-22,False,False,False,F,152,S,3,True,False,False,False,True
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,152,S,3,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,152,S,3,False,False,False,False,False
59.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,169,P,1,False,False,False,False,False
13.0,2.0,1.0,30.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,E,59,S,1,True,True,True,False,False
24.0,0.0,284.0,0.0,4614.0,438.0,Europa,55 Cancri e,False,False,False,E,60,S,1,False,True,False,True,True
20.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,119,P,1,False,False,False,False,False
71.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,True,False,True,B,29,S,1,False,False,False,False,False
23.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,121,S,1,False,False,False,False,False
15.0,0.0,59.0,714.0,0.0,3.0,Earth,55 Cancri e,False,False,True,F,154,S,2,False,True,True,False,True
18.0,751.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,122,S,2,True,False,False,False,False
19.0,0.0,561.0,10.0,0.0,161.0,Earth,TRAPPIST-1e,False,False,True,F,156,S,1,False,True,True,False,True
4.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,123,S,2,False,False,False,False,False
42.0,0.0,0.0,739.0,0.0,0.0,Earth,55 Cancri e,False,False,True,G,734,S,2,False,False,True,False,False
51.0,815.0,0.0,343.0,55.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,158,S,1,True,False,True,True,False
13.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,120,P,1,False,False,False,False,False
27.0,174.0,653.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,734,S,1,True,True,False,False,False
42.0,786.0,0.0,22.0,59.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,159,S,2,True,False,True,True,False
41.0,324.0,2.0,0.0,7.0,26.0,Earth,TRAPPIST-1e,False,False,True,F,159,S,2,True,True,False,True,True
21.0,15.0,0.0,2695.0,2.0,0.0,Earth,PSO J318.5-22,False,False,True,F,170,P,1,True,False,True,True,False
31.0,14.0,5.0,0.0,795.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,171,P,1,True,True,False,True,False
36.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,G,734,S,1,False,False,False,False,False
31.0,0.0,0.0,0.0,838.0,27.0,Earth,TRAPPIST-1e,False,False,False,F,173,P,1,False,False,False,True,True
14.0,77.0,0.0,9.0,424.0,166.0,Earth,55 Cancri e,False,False,False,G,124,S,1,True,False,True,True,True
32.0,494.0,701.0,71.0,0.0,0.0,Mars,PSO J318.5-22,True,False,False,F,160,S,1,True,True,True,False,False
32.0,0.0,179.0,0.0,0.0,5152.0,Europa,TRAPPIST-1e,False,False,False,B,30,S,1,False,True,False,False,True
57.0,2651.0,2956.0,0.0,266.0,1300.0,Europa,55 Cancri e,False,False,False,B,31,S,1,True,True,False,True,True
13.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,125,S,1,False,False,False,False,False
